first_name|last_name|Box Size|Account Number|Rush Order|Shipping Date|Delivery Date|Order Date|Courier|Number of Items|Total Cost|Shipping ID|Comments
Emile|Oxton|XL|0005763|N|2022-08-22|2022-08-27|2022-08-22|UPS|8|81.84|000492682|
Franny|Seppey|M|0005773|N|2022-08-23|2022-08-27|2022-08-22|UPS|5|98.25|000492683|
Crystal|Ciccerale|XL|0005858|N|2022-08-23|2022-08-26|2022-08-22|FedEx|1|36.92|000492684|
Paco|Stait|M|0005936|N|2022-08-22|2022-08-24|2022-08-22|USPS|5|107.35|000492685|
Tate|Fahey|3XL|0005960|Y|2022-08-22|2022-08-23|2022-08-22|FedEx|1|298.08|000492686|
Jaime|Paggitt|2XL|0006019|N|2022-08-23|2022-08-27|2022-08-22|USPS|1|197.02|000492687|
Witty|Maron|3XL|0006299|N|2022-08-22|2022-08-28|2022-08-22|UPS|1|504.81|000492688|
Lura|Snawden|3XL|0016330|N|2022-08-22|2022-08-26|2022-08-22|UPS|1|285.83|000492689|
" Lucia"|Ninnotti|2XL|0006663|N|2022-08-22|2022-08-27|2022-08-22|USPS|1|299.11|000492690|
Giulia|Conniam|M|0016669|N|2022-08-23|2022-08-28|2022-08-22|FedEx|2|61.50|000492691|
Maurise|Shillum|M|0016698|N|2022-08-22|2022-08-24|2022-08-22|FedEx|3|63.72|000492692|
Kelley|Lackie|2XL|0006908|N|2022-08-23|2022-08-26|2022-08-22|UPS|1|195.85|000492693|
Shell|Camlin|S|0011959|N|2022-08-22|2022-08-26|2022-08-22|UPS|3|90.63|000492694|
Oby|McKoy|M|0012268|N|2022-08-22|2022-08-25|2022-08-22|UPS|2|28.64|000492695|
Antonietta|Carlozzi|2XL|0012591|N|2022-08-22|2022-08-27|2022-08-22|FedEx|1|434.42|000492696|
Zacharia|Avrahamoff|3XL|0002805|N|2022-08-22|2022-08-25|2022-08-22|UPS|1|168.14|000492697|
Bil|Churchill|XS|0003263|N|2022-08-22|2022-08-25|2022-08-22|USPS|1|42.83|000492698|
Frasco|Clibbery|XL|0003476|N|2022-08-23|2022-08-28|2022-08-22|FedEx|5|116.50|000492699|
Bettine|Fedoronko|S|0013564|N|2022-08-23|2022-08-29|2022-08-22|USPS|1|49.25|000492700|
Felicity|Tanby|XL|0003786|Y|2022-08-23|2022-08-24|2022-08-22|FedEx|8|155.68|000492701|
Levin|Posen|L|0013856|N|2022-08-22|2022-08-25|2022-08-22|USPS|1|45.03|000492702|
Antoinette|Heliot|S|0003900|N|2022-08-23|2022-08-25|2022-08-22|DHL|2|26.64|000492703|
Ula|Mayo|S|0014263|N|2022-08-23|2022-08-27|2022-08-22|DHL|2|38.80|000492704|
Barnabas|Stott|M|0004597|N|2022-08-22|2022-08-27|2022-08-22|UPS|1|33.15|000492705|
Wainwright|aManger|""|0005702|N|2022-08-23|2022-08-28|2022-08-22|UPS|2|41.48|000492706|
Miriam|MacIlhargy|2XL|0016759|N|2022-08-22|2022-08-24|2022-08-22|FedEx|1|380.14|000492707|
Aldin|Leonida|M|0002090|Y|2022-08-22|2022-08-23|2022-08-22|FedEx|5|91.85|000492708|
Axel|Munt|M|0002167|N|2022-08-22|2022-08-24|2022-08-22|USPS|1|45.60|000492709|
Tim|Noirel|M|0002214|N|2022-08-22|2022-08-28|2022-08-22|DHL|3|31.74|000492710|
Antonietta|Carlozzi|S|0012591|N|2022-08-22|2022-08-27|2022-08-22|DHL|2|99.60|000492711|
Holt|Fassbindler|3XL|0012996|N|2022-08-23|2022-08-25|2022-08-22|UPS|1|218.36|000492712|
Nickey|Jagg|3XL|0013256|N|2022-08-23|2022-08-28|2022-08-22|FedEx|1|456.61|000492713|
Molli|McNicol|XS|0003292|N|2022-08-22|2022-08-26|2022-08-22|FedEx|1|50.13|000492714|
Cookie|Considine|S|0013863|N|2022-08-22|2022-08-24|2022-08-22|UPS|2|49.44|000492715|
Enrico|Adelman|XS|0014898|N|2022-08-22|2022-08-24|2022-08-22|FedEx|1|7.03|000492716|
Lindi|Garwood|2XL|0015462|Y|2022-08-22|2022-08-24|2022-08-22|UPS|1|502.81|000492717|
Pietrek|McGebenay|S|0015812|N|2022-08-22|2022-08-26|2022-08-22|USPS|1|19.32|000492718|
Tammy|Djokovic|XS|0015872|N|2022-08-22|2022-08-28|2022-08-22|UPS|1|32.95|000492719|
Sidney|Goodall|3XL|0016371|N|2022-08-23|2022-08-26|2022-08-22|USPS|1|303.00|000492720|
Avictor|Benian|XL|0012492|N|2022-08-22|2022-08-25|2022-08-22|USPS|4|77.12|000492721|
Beau|Gynni|XL|0002536|N|2022-08-22|2022-08-26|2022-08-22|DHL|1|34.52|000492722|
Chrysa|Popland|3XL|0002572|N|2022-08-22|2022-08-24|2022-08-22|UPS|1|269.70|000492723|
Silvia|Grant|S|0003726|N|2022-08-22|2022-08-26|2022-08-22|FedEx|2|13.46|000492724|
Murdock|Andreassen|XL|0014247|N|2022-08-23|2022-08-25|2022-08-22|FedEx|8|25.76|000492725|
Shurlocke|Teek|3XL|0014306|N|2022-08-23|2022-08-26|2022-08-22|FedEx|1|301.00|000492726|
Fairlie|Northeast|S|0014646|N|2022-08-23|2022-08-29|2022-08-22|DHL|3|153.60|000492727|
Rowe|Stempe|3XL|0004796|Y|2022-08-22|2022-08-23|2022-08-22|FedEx|1|379.96|000492728|
" Faustine"|Steffens|XL|0015433|N|2022-08-23|2022-08-28|2022-08-22|UPS|3|31.38|000492729|
Jasmina|Schollar|3XL|0005588|N|2022-08-22|2022-08-28|2022-08-22|UPS|1|376.86|000492730|
" Joeann"|Greenset|2XL|0005845|N|2022-08-22|2022-08-26|2022-08-22|UPS|1|280.48|000492731|
Marcelline|Tunnicliffe|M|0006612|N|2022-08-22|2022-08-27|2022-08-22|UPS|2|15.02|000492732|
Meara|Antram|2XL|0006683|N|2022-08-23|2022-08-25|2022-08-22|DHL|1|267.49|000492733|
Tiphanie|Aldine|L|0012845|N|2022-08-22|2022-08-27|2022-08-22|UPS|3|55.56|000492734|
Bradley|Espy|2XL|0012870|N|2022-08-22|2022-08-28|2022-08-22|FedEx|1|137.15|000492735|
Farr|" Cosser"|3XL|0003025|N|2022-08-23|2022-08-28|2022-08-22|UPS|1|415.46|000492736|
Boyce|Minci|M|0013037|N|2022-08-22|2022-08-27|2022-08-22|UPS|4|48.40|000492737|
Flint|Durant|3XL|0013774|N|2022-08-23|2022-08-26|2022-08-22|DHL|1|376.30|000492738|
Falkner|Shearman|L|0013781|N|2022-08-22|2022-08-26|2022-08-22|UPS|4|77.36|000492739|
Urban|Tunesi|XL|0004258|Y|2022-08-22|2022-08-23|2022-08-22|DHL|8|46.08|000492740|
Hamlen|Gratrix|S|0005236|N|2022-08-22|2022-08-26|2022-08-22|FedEx||110.49|000492741|
Faydra|Raisher|XL|0005576|N|2022-08-22|2022-08-27|2022-08-22|FedEx|4|85.80|000492742|
Sande|Berthod|S|0005676|N|2022-08-23|2022-08-29|2022-08-22|DHL|3|55.05|000492743|
Job|Neeson|L|0015739|N|2022-08-23|2022-08-26|2022-08-22|FedEx|6|46.38|000492744|
Jimmy|Cramb|3XL|0005933|N|2022-08-23|2022-08-25|2022-08-22|UPS|1|142.68|000492745|
Brant|Scrange|L|0016110|N|2022-08-23|2022-08-27|2022-08-22|DHL|1|52.09|000492746|
Dynah|Kyrkeman|M|0011990|N|2022-08-22|2022-08-26|2022-08-22|DHL|1|18.96|000492747|
Neddie|Kinnaird|XS|0012174|N|2022-08-23|2022-08-27|2022-08-22|USPS|1|53.85|000492748|
Anallese|Eick|XS|0012338|N|2022-08-22|2022-08-27|2022-08-22|FedEx|1|18.12|000492749|
Bobbette|Ziemsen|XL|0002504|N|2022-08-23|2022-08-25|2022-08-22|UPS|8|66.80|000492750|
Amerigo|Assiratti|S|0012767|N|2022-08-23|2022-08-29|2022-08-22|UPS|1|25.83|000492751|
Ezequiel|Depport|L|0002825|N|2022-08-22|2022-08-25|2022-08-22|FedEx|4|95.64|000492752|
Jocko|Enrique|XL|0013242|N|2022-08-23|2022-08-25|2022-08-22|USPS|3|140.16|000492753|
Nickie|de Nore|M|0013631|N|2022-08-22|2022-08-24|2022-08-22|FedEx|1|40.81|000492754|
Tracie|Storks|M|0004030|N|2022-08-22|2022-08-28|2022-08-22|UPS|2|84.48|000492755|
Cirstoforo|Lerohan|2XL|0004061|N|2022-08-23|2022-08-28|2022-08-22|FedEx|1|450.55|000492756|
Marc|Baber|M|0004137|N|2022-08-22|2022-08-27|2022-08-22|UPS|3|156.15|000492757|
Benjamin|Dake|XL|0014169|N|2022-08-22|2022-08-24|2022-08-22|FedEx|8|114.96|000492758|
Sammy|Broxap|XS|0014230|N|2022-08-22|2022-08-24|2022-08-22|USPS|1|9.59|000492759|
Dode|Shoutt|3XL|0014418|N|2022-08-23|2022-08-27|2022-08-22|UPS|1|368.06|000492760|
Issy|Droogan|L|0014453|N|2022-08-22|2022-08-28|2022-08-22|UPS|6|92.46|000492761|
Cleavland|Justun|L|0014864|N|2022-08-22|2022-08-26|2022-08-22|FedEx|6|32.46|000492762|
Eugenia|Swafield|S|0014959|N|2022-08-22|2022-08-27|2022-08-22|USPS|2|53.94|000492763|
Jennee|Sallows|S|0015150|N|2022-08-23|2022-08-26|2022-08-22|DHL|1|10.39|000492764|
Hermina|Fayers|XS|0015219|N|2022-08-23|2022-08-28|2022-08-22|FedEx|1|42.44|000492765|
Fifine|Grave|S|0005432|N|2022-08-22|2022-08-24|2022-08-22|UPS|3|42.75|000492766|
Evangelia|Gershom|S|0005451|N|2022-08-22|2022-08-27|2022-08-22|USPS|3|154.92|000492767|
Arlie|Routh|2XL|0005461|N|2022-08-23|2022-08-29|2022-08-22|DHL|1|471.57|000492768|
Pen|Jillis|3XL|0005500|N|2022-08-22|2022-08-28|2022-08-22|USPS|1|511.07|000492769|
Buddy|Van der Brug|XL|0015517|N|2022-08-22|2022-08-27|2022-08-22|USPS|8|46.24|000492770|
Nico|Hurry|M|0015771|N|2022-08-22|2022-08-27|2022-08-22|USPS|4|73.20|000492771|
Tanner|Cheesman|3XL|0015934|N|2022-08-22|2022-08-25|2022-08-22|UPS|1|177.63|000492772|
Garwin|Colebourn|2XL|0016263|N|2022-08-22|2022-08-25|2022-08-22|UPS|1|224.92|000492773|
Ailbert|Lightbourn|M|0006626|N|2022-08-23|2022-08-26|2022-08-22|USPS|4|88.56|000492774|
Rickert|Tommeo|2XL|0006702|N|2022-08-23|2022-08-25|2022-08-22|FedEx|1|316.38|000492775|
Kahlil|Klas|XL|0016794|N|2022-08-23|2022-08-25|2022-08-22|FedEx|7|105.77|000492776|
Winn|" Abels"|3XL|0016901|N|2022-08-22|2022-08-27|2022-08-22|UPS|1|386.59|000492777|
Marybeth|Ferrandez|2XL|0012084|N|2022-08-23|2022-08-26|2022-08-23|UPS|1|433.71|000492778|
Flinn|Topes|XL|0012088|N|2022-08-23|2022-08-25|2022-08-23|FedEx|6|91.44|000492779|
Scarlet|Trunby|XL|0002148|N|2022-08-23|2022-08-27|2022-08-23|UPS|7|113.26|000492780|
Shaylyn|Montague|S|0012245|N|2022-08-24|2022-08-28|2022-08-23|USPS|3|51.72|000492781|
Roxy|Coaten|XS|0002471|N|2022-08-24|2022-08-27|2022-08-23|DHL|1|53.07|000492782|
Georges|Grimsdale|2XL|0012530|N|2022-08-23|2022-08-29|2022-08-23|UPS|1|346.48|000492783|
Ruttger|Clendinning|XL|0012696|N|2022-08-23|2022-08-26|2022-08-23|UPS|2|53.40|000492784|
Baron|Fazzioli|XL|0012700|Y|2022-08-23|2022-08-24|2022-08-23|UPS|5|100.60|000492785|
Torrie|Unworth|2XL|0012747|N|2022-08-24|2022-08-30|2022-08-23|DHL|1|224.28|000492786|
Edmon|Crossthwaite|M|0002758|N|2022-08-24|2022-08-26|2022-08-23|UPS|1|48.93|000492787|
Lauritz|Matkovic|XS|0012951|N|2022-08-23|2022-08-26|2022-08-23|FedEx|1|36.80|000492788|
Shelby|Yearne|3XL|0003012|N|2022-08-23|2022-08-28|2022-08-23|UPS|1|165.27|000492789|
Colby|Fulep|S|0003133|N|2022-08-24|2022-08-27|2022-08-23|USPS|1|33.71|000492790|
Janeen|" Wallington"|XL|0003338|N|2022-08-24|2022-08-29|2022-08-23|UPS|3|65.40|000492791|
Paten|Maypes|3XL|0003358|N|2022-08-24|2022-08-28|2022-08-23|FedEx|1|259.76|000492792|
Tiena|Godlee|S|0003451|N|2022-08-23|2022-08-28|2022-08-23|UPS|1|33.42|000492793|
Alwyn|Acres|2XL|0003453|N|2022-08-24|2022-08-28|2022-08-23|USPS|1|175.33|000492794|
Bond|Bounds|M|0003492|N|2022-08-23|2022-08-28|2022-08-23|FedEx|1|11.37|000492795|
Juliane|Henryson|L|0003666|N|2022-08-24|2022-08-26|2022-08-23|FedEx|2|57.66|000492796|
Tobin|Jedrzejewicz|XS|0003759|N|2022-08-24|2022-08-30|2022-08-23|DHL|1|32.31|000492797|
Bathsheba|Biermatowicz|L|0013840|N|2022-08-23|2022-08-28|2022-08-23|UPS|4|77.80|000492798|
Marguerite|" Boanas"|XS|0003851|N|2022-08-24|2022-08-27|2022-08-23|UPS|1|33.86|000492799|
Brigg|Ilieve|XS|0013855|N|2022-08-23|2022-08-27|2022-08-23|UPS|1|38.40|000492800|
Niccolo|Ambrosch|3XL|0013965|Y|2022-08-24|2022-08-25|2022-08-23|UPS|1|333.39|000492801|
Tarra|Chaston|XS|0014007|N|2022-08-23|2022-08-28|2022-08-23|FedEx|1|12.92|000492802|
" Chariot"|Filasov|S|0004041|N|2022-08-24|2022-08-30|2022-08-23|USPS|3|22.11|000492803|
Else|Knock|2XL|0004122|N|2022-08-23|2022-08-27|2022-08-23|USPS|1|280.67|000492804|
Timmie|Maykin|L|0014235|N|2022-08-24|2022-08-30|2022-08-23|UPS|4|56.24|000492805|
Tuck|Dowsey|XL|0004351|N|2022-08-24|2022-08-29|2022-08-23|UPS|2|101.58|000492806|
Leo|Walkden|2XL|0004427|N|2022-08-24|2022-08-28|2022-08-23|FedEx|1|281.41|000492807|
Caitrin|Shivell|M|0004436|N|2022-08-24|2022-08-27|2022-08-23|USPS|4|71.48|000492808|
Fina|Vannacci|2XL|0004512|N|2022-08-24|2022-08-27|2022-08-23|UPS|1|381.62|000492809|
Kirbie|Briars|XL|0014535|N|2022-08-23|2022-08-29|2022-08-23|DHL|5|98.00|000492810|
Brion|"O'Lunny"|2XL|0014816|Y|2022-08-24|2022-08-25|2022-08-23|UPS|1|129.16|000492811|
Vivianna|Kelson|M|0004851|N|2022-08-23|2022-08-25|2022-08-23|UPS|5|39.85|000492812|
Iris|Kall|L|0004939|N|2022-08-24|2022-08-28|2022-08-23|FedEx|4|76.08|000492813|
Garold|Daniello|3XL|0015326|N|2022-08-24|2022-08-28|2022-08-23|UPS|1|421.67|000492814|
Bobbette|Jemison|XL|0015435|Y|2022-08-24|2022-08-26|2022-08-23|UPS|5|68.95|000492815|
Sheffie|Schult|M|0005488|N|2022-08-24|2022-08-28|2022-08-23|UPS|3|54.63|000492816|
Jerald|Rosenshine|XL|0015532|N|2022-08-24|2022-08-26|2022-08-23|FedEx|3|108.51|000492817|
Tammy|Djokovic|2XL|0015872|N|2022-08-24|2022-08-28|2022-08-23|DHL|1|431.91|000492818|
Bunnie|Langfat|M|0015880|N|2022-08-23|2022-08-28|2022-08-23|USPS|4|58.72|000492819|
Marget|Loughhead|S|0015931|N|2022-08-24|2022-08-28|2022-08-23|FedEx|2|29.14|000492820|
Jacquenette|Mate|2XL|0015943|N|2022-08-24|2022-08-28|2022-08-23|FedEx|1|262.49|000492821|
Dawna|Muat|2XL|0016077|N|2022-08-24|2022-08-30|2022-08-23|UPS|1|138.53|000492822|
Chance|Bemand|XS|0006082|N|2022-08-24|2022-08-28|2022-08-23|DHL|1|15.55|000492823|
Genna|Packe|S|0016190|N|2022-08-24|2022-08-27|2022-08-23|FedEx|1|13.07|000492824|
Andros|Bartolomivis|3XL|0006223|N|2022-08-23|2022-08-26|2022-08-23|USPS|1|201.70|000492825|
Joaquin|Heazel|2XL|0016224|N|2022-08-24|2022-08-28|2022-08-23|FedEx|1|137.52|000492826|
Thomasina|Mazzey|XL|0006290|N|2022-08-23|2022-08-25|2022-08-23|FedEx|5|77.45|000492827|
Maxine|Sleite|XS|0006594|N|2022-08-24|2022-08-28|2022-08-23|FedEx|1|3.38|000492828|
Car|Fearnyhough|2XL|0006749|N|2022-08-24|2022-08-29|2022-08-23|UPS|1|346.36|000492829|
Pascal|Gyorgy|M|0016832|N|2022-08-24|2022-08-27|2022-08-23|FedEx|3|144.66|000492830|
Yehudi|"O'Nowlan"|XS|0006848|N|2022-08-23|2022-08-26|2022-08-23|UPS|1|20.37|000492831|
Saleem|Roullier|XL|0012544|N|2022-08-24|2022-08-27|2022-08-23|UPS|6|35.40|000492832|
Kain|Cheese|XS|0003642|N|2022-08-24|2022-08-30|2022-08-23|FedEx|1|12.97|000492833|
Andros|Dodworth|M|0003968|N|2022-08-24|2022-08-26|2022-08-23|FEDEX|4|87.60|000492834|
Tuck|Dowsey|L|0004351|N|2022-08-24|2022-08-26|2022-08-23|FedEx|3|63.81|000492835|
Olin|Gutierrez|XL|0014539|N|2022-08-24|2022-08-29|2022-08-23|FedEx|3|24.21|000492836|
Neils|Mattia|XL|0005155|N|2022-08-23|2022-08-28|2022-08-23|USPS|5|109.40|000492837|
Petronella|Backler|3XL|0016159|N|2022-08-24|2022-08-30|2022-08-23|FedEx|1|417.69|000492838|
Kimmie|Snelman|XL|0012327|N|2022-08-23|2022-08-29|2022-08-23|USPS|2|52.78|000492839|
Colin|Hilhouse|XL|0002502|N|2022-08-23|2022-08-28|2022-08-23|FedEx|6|83.82|000492840|
Willi|Jimmison|3XL|0012792|N|2022-08-23|2022-08-28|2022-08-23|UPS|1|231.56|000492841|
Dione|Trudgeon|XS|0013098|N|2022-08-24|2022-08-29|2022-08-23|UPS|1|10.42|000492842|
Francine|Lafoy|S|0013586|N|2022-08-24|2022-08-29|2022-08-23|UPS|3|16.29|000492843|
Albrecht|Haskey|M|0003674|N|2022-08-24|2022-08-30|2022-08-23|FedEx|1|35.01|000492844|
Cassy|Kimmings|XL|0014045|N|2022-08-24|2022-08-27|2022-08-23|DHL|4|59.68|000492845|
Zoe|Daskiewicz|L|0014960|N|2022-08-23|2022-08-25|2022-08-23|UPS|2|15.06|000492846|
" Geoffrey"|Refford|M|0015990|N|2022-08-23|2022-08-29|2022-08-23|USPS||65.12|000492847|
Nat|Koppen|XS|0016816|N|2022-08-23|2022-08-29|2022-08-23|UPS|1|33.49|000492848|
Cameron|Bigglestone|XS|0012703|N|2022-08-23|2022-08-25|2022-08-23|USPS|1|33.37|000492849|
Holmes|Handrek|S|0013162|N|2022-08-23|2022-08-26|2022-08-23|FedEx|1|9.86|000492850|
" Andros"|Mulryan|M|0013385|Y|2022-08-23|2022-08-25|2022-08-23|FedEx|5|46.60|000492851|
Mariette|Kirkbride|M|0003842|Y|2022-08-24|2022-08-26|2022-08-23|FedEx|1|22.86|000492852|
Reuven|Dietmar|3XL|0013880|N|2022-08-23|2022-08-29|2022-08-23|UPS|1|451.22|000492853|
Bo|Leynton|XL|0004246|N|2022-08-24|2022-08-27|2022-08-23|FedEx|1|21.98|000492854|
Angela|Geillier|3XL|0014638|N|2022-08-24|2022-08-26|2022-08-23|UPS|1|147.45|000492855|
Starlin|Hiseman|M|0014849|N|2022-08-23|2022-08-27|2022-08-23|UPS|5|49.45|000492856|
Steffen|Rubinivitz|L|0004935|N|2022-08-23|2022-08-27|2022-08-23|USPS|6|33.18|000492857|
Talyah|Cotte|L|0005001|N|2022-08-23|2022-08-26|2022-08-23|UPS|1|11.36|000492858|
Ruy|Harman|2XL|0015019|N|2022-08-24|2022-08-27|2022-08-23|FedEx|1|291.49|000492859|
Ofelia|Kay|2XL|0005592|N|2022-08-24|2022-08-28|2022-08-23|UPS|1|153.67|000492860|
Garv|Armall|XS|0005897|N|2022-08-24|2022-08-28|2022-08-23|UPS|1|28.38|000492861|
Phillie|Tunuy|M|0016129|N|2022-08-23|2022-08-29|2022-08-23|UPS|4|77.24|000492862|
Libbie|Chatteris|2XL|0006560|N|2022-08-23|2022-08-28|2022-08-23|USPS|1|373.44|000492863|
Saraann|Goggin|M|0006721|N|2022-08-23|2022-08-28|2022-08-23|UPS|3|132.36|000492864|
Margret|Beckworth|XL|0006785|N|2022-08-24|2022-08-28|2022-08-23|FedEx|3|59.25|000492865|
Shaylyn|Montague|XS|0012245|N|2022-08-23|2022-08-26|2022-08-23|FedEx|1|32.80|000492866|
Weidar|Hubeaux|L|0002571|Y|2022-08-24|2022-08-25|2022-08-23|UPS|4|57.00|000492867|
Carlita|Doeg|""|0012741|N|2022-08-23|2022-08-27|2022-08-23|UPS|1|413.21|000492868|
Helen-elizabeth|Woehler|""|0012895|N|2022-08-23|2022-08-29|2022-08-23|USPS|8|140.56|000492869|
Krista|Ballchin|L|0013048|N|2022-08-24|2022-08-27|2022-08-23|FedEx|3|45.93|000492870|
Waring|Kenaway|2XL|0013689|N|2022-08-24|2022-08-28|2022-08-23|USPS|1|205.49|000492871|
Rubia|Cadwell|2XL|0003951|N|2022-08-23|2022-08-29|2022-08-23|UPS|1|404.13|000492872|
Mohammed|Ketteringham|XL|0004017|Y|2022-08-23|2022-08-25|2022-08-23|UPS|6|62.40|000492873|
Madeleine|Bertenshaw|L|0014633|N|2022-08-23|2022-08-25|2022-08-23|UPS|6|114.06|000492874|
Jordana|Miskelly|S|0014837|Y|2022-08-24|2022-08-26|2022-08-23|FedEx|3|157.80|000492875|
Adlai|Pellatt|2XL|0005167|N|2022-08-24|2022-08-30|2022-08-23|FedEx|1|400.40|000492876|
Marty|Pattenden|2XL|0005316|N|2022-08-24|2022-08-29|2022-08-23|UPS|1|288.89|000492877|
Virgie|Warbey|XL|0016602|N|2022-08-23|2022-08-26|2022-08-23|UPS|4|40.00|000492878|
Brinna|Humbee|S|0016723|Y|2022-08-23|2022-08-25|2022-08-23|DHL|2|97.04|000492879|
Tomi|Marples|2XL|0002000|N|2022-08-24|2022-08-27|2022-08-23|UPS|1|290.29|000492880|
Kylynn|Moon|L|0012032|N|2022-08-23|2022-08-25|2022-08-23|DHL|3|15.45|000492881|
Chaddie|Greendale|M|0002048|N|2022-08-24|2022-08-30|2022-08-23|UPS|5|71.80|000492882|
Derry|Zapatero|L|0002468|N|2022-08-23|2022-08-26|2022-08-23|USPS|6|135.78|000492883|
Kahaleel|Burnie|XS|0002576|N|2022-08-23|2022-08-28|2022-08-23|USPS|1|17.50|000492884|
Dom|Braddon|3XL|0012631|N|2022-08-24|2022-08-29|2022-08-23|FedEx|1|248.88|000492885|
Leonore|Marconi|XL|0002676|N|2022-08-23|2022-08-28|2022-08-23|DHL|7|40.88|000492886|
Cathie|Stuchbery|L|0002694|N|2022-08-23|2022-08-28|2022-08-23|UPS|1|41.03|000492887|
Bradney|Oxbrough|S|0013006|N|2022-08-24|2022-08-29|2022-08-23|FedEx|1|40.59|000492888|
Gabe|Booi|XL|0013227|N|2022-08-24|2022-08-30|2022-08-23|UPS|2|79.56|000492889|
Antoinette|Bleesing|2XL|0013778|N|2022-08-23|2022-08-27|2022-08-23|FedEx|1|201.82|000492890|
Candis|Fagan|M|0003845|N|2022-08-24|2022-08-28|2022-08-23|UPS|1|27.92|000492891|
Cleopatra|Brendel|XL|0003925|N|2022-08-24|2022-08-30|2022-08-23|UPS|4|48.36|000492892|
Janifer|Widdop|M|0004231|Y|2022-08-24|2022-08-25|2022-08-23|UPS|1|22.21|000492893|
Gertrude|Jeavon|S|0014285|N|2022-08-23|2022-08-27|2022-08-23|USPS|2|56.50|000492894|
Farand|Michelotti|""|0004367|N|2022-08-23|2022-08-26|2022-08-23|USPS|1|355.95|000492895|
Alexis|Stollsteiner|S|0005015|N|2022-08-24|2022-08-27|2022-08-23|USPS|2|13.18|000492896|
Adriena|Rome|S|0005036|N|2022-08-23|2022-08-27|2022-08-23|USPS|3|9.27|000492897|
Vite|Mant|XS|0015041|N|2022-08-24|2022-08-28|2022-08-23|FedEx|1|51.75|000492898|
Tina|Walne|3XL|0015109|N|2022-08-24|2022-08-29|2022-08-23|DHL|1|430.94|000492899|
Gregoire|Leynton|L|0015179|N|2022-08-23|2022-08-29|2022-08-23|UPS|2|96.44|000492900|
Lethia|Garfitt|S|0015287|N|2022-08-24|2022-08-30|2022-08-23|USPS|2|75.06|000492901|
Stacie|Derrington|M|0015392|N|2022-08-23|2022-08-28|2022-08-23|UPS|4|26.52|000492902|
Phoebe|Swales|XS|0015805|N|2022-08-24|2022-08-28|2022-08-23|UPS|1|25.44|000492903|
Timothea|Mor|3XL|0015831|N|2022-08-23|2022-08-29|2022-08-23|USPS|1|209.99|000492904|
Salomone|Hadigate|L|0015996|N|2022-08-23|2022-08-25|2022-08-23|DHL|5|51.85|000492905|
Thorstein|Cockshoot|S|0006161|N|2022-08-23|2022-08-28|2022-08-23|FedEx|1|6.46|000492906|
Chrotoem|Fryman|M|0016349|N|2022-08-23|2022-08-28|2022-08-23|DHL|1|44.11|000492907|
Virgie|Warbey|XL|0016602|N|2022-08-24|2022-08-26|2022-08-23|FedEx|6|23.64|000492908|
Ketty|Parmley|XL|0006782|N|2022-08-24|2022-08-28|2022-08-23|FedEx|5|90.90|000492909|
Aksel|Kynd|XL|0006813|N|2022-08-23|2022-08-29|2022-08-23|FedEx|5|49.25|000492910|
Petey|Bresner|L|0002086|N|2022-08-24|2022-08-28|2022-08-24|UPS|3|12.39|000492911|
Corena|Hurdwell|2XL|0002169|N|2022-08-25|2022-08-29|2022-08-24|USPS|1|179.88|000492912|
Yovonnda|Routhorn|L|0002518|Y|2022-08-25|2022-08-27|2022-08-24|UPS|4|21.52|000492913|
Curry|De Maine|""|0012586|N|2022-08-24|2022-08-29|2022-08-24|UPS|5|51.50|000492914|
Jacob|Clibbery|M|0002650|N|2022-08-24|2022-08-29|2022-08-24|UPS|5|102.60|000492915|
Nowell|Burrus|3XL|0002818|N|2022-08-24|2022-08-27|2022-08-24|UPS|1|199.94|000492916|
Magdalene|Janda|S|0002857|N|2022-08-24|2022-08-30|2022-08-24|FedEx|1|38.72|000492917|
Niels|Thurlow|M|0002878|N|2022-08-25|2022-08-29|2022-08-24|UPS|5|55.40|000492918|
Maire|Rosenberger|L|0012968|N|2022-08-24|2022-08-26|2022-08-24|FedEx|3|84.48|000492919|
Susann|Kerbey|3XL|0003000|N|2022-08-25|2022-08-28|2022-08-24|FedEx|1|191.04|000492920|
Beniamino|McCoish|L|0013067|N|2022-08-24|2022-08-29|2022-08-24|USPS|1|8.95|000492921|
" Meredith"|Lindenstrauss|L|0013139|N|2022-08-24|2022-08-29|2022-08-24|UPS|5|22.85|000492922|
Rozina|Huncote|XL|0013156|N|2022-08-25|2022-08-29|2022-08-24|USPS|5|87.05|000492923|
Margot|Schrei|M|0013192|Y|2022-08-24|2022-08-25|2022-08-24|FedEx|2|75.74|000492924|
Nonna|" Grunnill"|XL|0003194|N|2022-08-25|2022-08-27|2022-08-24|UPS|6|62.70|000492925|
Mina|Kalkhoven|S|0013339|N|2022-08-25|2022-08-29|2022-08-24|DHL|2|74.78|000492926|
Toinette|Top|S|0013563|N|2022-08-24|2022-08-28|2022-08-24|FedEx|3|9.15|000492927|
Thorny|Shackelton|S|0013574|N|2022-08-24|2022-08-30|2022-08-24|UPS|2|8.64|000492928|
Bayard|Copas|3XL|0013580|N|2022-08-24|2022-08-27|2022-08-24|FedEx|1|177.70|000492929|
James|Rosentholer|L|0003600|N|2022-08-25|2022-08-27|2022-08-24|UPS|2|32.98|000492930|
